左槽,防具三件套效果,五件套效果,首饰三件套效果,上衣,下装,护肩,腰带,鞋子,手镯,项链,戒指,武器,武器类型,最终力智,最终力智系数,最终双攻系数,最终面板,最终白字,最终黄字,最终属强,最终技工,装备技工,最终暴击率,最终爆伤,最终暴击期望,最终强度,damage
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4955.58,1.38,1.05,72411.70003,1.47,1.68,341,1.5882,1.3482,0.818202247,1.95,1.777292135,1287180.795,4223728801
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3662.82,1.02,1.05,54428.89133,2.5915,1.47,363,1.572,1.332,0.674606742,1.7,1.472224719,1271658.672,4223356226
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,火强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.135681818,1.72,343,1.58089,1.33089,0.674644195,1.853,1.575471498,1250969.842,4222952688
名将兵书,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.05,56426.98118,1.47,2.07,321,1.5376425,1.2976425,0.749550562,1.939,1.703827978,1106191.203,4222190671
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,4740.12,1.32,1.05,69414.56525,1.631363636,1.67,354,1.572,1.332,0.769513109,1.84,1.646391011,1277004.996,4213092838
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3770.55,1.05,1.05,55927.45872,2.111318182,1.5,327,1.824,1.584,0.72329588,1.8,1.578636704,1268065.562,4211423008
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3662.82,1.02,1.05,54428.89133,2.538181818,1.47,375,1.572,1.332,0.694606742,1.7,1.486224719,1283219.228,4210729398
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3662.82,1.02,1.05,54428.89133,2.5915,1.4,363,1.582,1.332,0.684606742,1.713,1.488124607,1231970.726,4207799955
圣灵之咒,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.05,56426.98118,1.67,2.05,321,1.5376425,1.2976425,0.719550562,1.9,1.647595506,1203476.753,4207217051
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3662.82,1.02,1.05,54428.89133,2.477045455,1.53,365,1.572,1.332,0.694606742,1.7,1.486224719,1281519.156,4205150815
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3770.55,1.05,1.05,55927.45872,1.849818182,1.5,339,1.824,1.584,0.74329588,2.05,1.780460674,1280535.832,4201924157
手套,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.05,56426.98118,1.97,1.73,330,1.5870765,1.3470765,0.713333333,1.95,1.677666667,1280096.444,4200482356
时间怀表,暗黑套二件套效果,暗黑套五件套效果,火强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.135681818,1.79,343,1.57089,1.33089,0.664644195,1.84,1.558301124,1279547.404,4198680748
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3662.82,1.02,1.05,54428.89133,2.538181818,1.4,375,1.582,1.332,0.704606742,1.713,1.502384607,1243260.518,4196927990
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,属强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3662.82,1.02,1.05,54428.89133,1.862909091,1.97,351,1.572,1.332,0.674606742,1.7,1.472224719,1199851.368,4194543119
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.617727273,2.04,334,1.53205,1.28205,0.680861423,2.053,1.716947079,1167982.491,4193347971
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3662.82,1.02,1.05,54428.89133,2.358727273,1.49,366,1.572,1.332,0.674606742,1.84,1.566669663,1254869.015,4192652654
手套,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.556363636,1.72,244,1.79067,1.55067,0.739550562,2.09,1.806110112,1276613.106,4189052204
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3878.28,1.08,1.05,57426.02611,2.308181818,1.5,365,1.5882,1.3482,0.74329588,1.7,1.520307116,1276555.626,4188863591
名将兵书,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,1.716363636,1.75,304,1.82268,1.58268,0.743333333,1.839,1.623656667,1162940.903,4183102787
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.267090909,1.6,328,1.5970765,1.3470765,0.703333333,1.713,1.501476667,1222581.779,4175731979
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.355909091,1.8,290,1.83268,1.58268,0.703333333,1.813,1.57181,1236269.121,4173326831
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.014545455,1.67,348,1.53205,1.28205,0.700861423,2.053,1.738007079,1235741.417,4171545438
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.591818182,1.78,316,1.5970765,1.3470765,0.7982397,1.713,1.569144906,1235433.926,4170507427
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,九龙步枪,步枪,3770.55,1.05,1.05,55927.45872,2.049818182,1.5,339,1.824,1.584,0.74329588,1.8,1.594636704,1270888.363,4170267149
手套,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3770.55,1.05,1.45,77233.15728,1.24,1.7,315,1.824,1.584,0.72329588,2.05,1.759460674,1270603.055,4169330944
时间怀表,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.267090909,1.67,328,1.5870765,1.3470765,0.693333333,1.7,1.485333333,1254445.763,4166189752
羽毛,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3662.82,1.02,1.05,54428.89133,2.300090909,1.49,378,1.572,1.332,0.694606742,1.84,1.583469663,1262122.62,4163992928
手套,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.742909091,1.63,241,1.79067,1.55067,0.739550562,1.95,1.702573034,1268897.633,4163734809
羽毛,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.959727273,2,326,1.57089,1.33089,0.644644195,1.7,1.451250936,1184862.099,4163255172
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.148681818,1.55,333,1.5476425,1.2976425,0.729550562,1.913,1.666079663,1218034.205,4160199726
手套,真理套二件套效果,真理套五件套效果,时空三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3914.19,1.09,1.45,79992.42422,1.47,1.75,231,1.8095295,1.5695295,0.693333333,1.95,1.658666667,1266143.377,4154697048
时间怀表,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,宝瓶守护者,手炮,3806.46,1.06,1.05,56426.98118,2.148681818,1.62,333,1.5376425,1.2976425,0.719550562,1.9,1.647595506,1250784.133,4154028964
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3878.28,1.08,1.45,79302.60749,1.47,1.7,341,1.5982,1.3482,0.73329588,1.713,1.522839963,1229926.886,4151917076
名将兵书,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,九龙步枪,步枪,3698.73,1.03,1.05,54928.41379,2.105090909,1.56,268,1.79067,1.55067,0.694644195,1.879,1.610592247,1153960.159,4150799020
时间怀表,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.014545455,1.74,348,1.52205,1.28205,0.690861423,2.04,1.71849588,1264775.122,4150207284
时间怀表,幽魂套二件套效果,幽魂套五件套效果,火强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.617727273,2.11,334,1.52205,1.28205,0.670861423,2.04,1.69769588,1186718.154,4148630907
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3662.82,1.02,1.05,54428.89133,1.631363636,1.99,354,1.582,1.332,0.684606742,1.853,1.583969551,1155249.692,4147634053
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.208181818,1.6,340,1.5970765,1.3470765,0.723333333,1.713,1.515736667,1228447.076,4146921616
时间怀表,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.355909091,1.87,290,1.82268,1.58268,0.693333333,1.8,1.554666667,1263406.627,4145716731
时间怀表,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,战斗步枪,步枪,4883.76,1.36,1.05,71412.6551,1.591818182,1.85,316,1.5870765,1.3470765,0.7882397,1.7,1.55176779,1261848.084,4140602561
名将兵书,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3878.28,1.08,1.05,57426.02611,1.862045455,1.65,355,1.5882,1.3482,0.77329588,1.739,1.571465655,1150901.712,4139797774
圣灵之咒,真理套二件套效果,真理套五件套效果,属强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,属强手镯,属强项链,属强戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.942909091,1.63,241,1.79067,1.55067,0.739550562,1.7,1.517685393,1260899.105,4137488601
时间怀表,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.208181818,1.67,340,1.5870765,1.3470765,0.713333333,1.7,1.499333333,1260374.247,4135766343
圣灵之咒,暗黑套二件套效果,暗黑套五件套效果,时空三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.05,56426.98118,2.17,1.73,330,1.5870765,1.3470765,0.713333333,1.7,1.499333333,1260168.79,4135092160
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.36,1.63,340,1.58089,1.33089,0.674644195,1.713,1.481021311,1224931.602,4135054282
名将兵书,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,2.148727273,1.56,256,1.79067,1.55067,0.674644195,1.879,1.593012247,1136375.591,4133950932
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,刺杀三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4847.85,1.35,1.05,70913.13264,1.44,1.68,315,1.824,1.584,0.818202247,1.8,1.654561798,1259033.752,4131367669
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3878.28,1.08,1.45,79302.60749,1.47,1.77,341,1.5882,1.3482,0.72329588,1.7,1.506307116,1258742.71,4130412650
手套,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.05,56426.98118,1.848409091,1.68,335,1.5376425,1.2976425,0.739550562,2.15,1.850483146,1257780.926,4127256671
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.086363636,1.55,345,1.5476425,1.2976425,0.749550562,1.913,1.684339663,1221615.71,4123860683
羽毛,暗黑套二件套效果,暗黑套五件套效果,火强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.739090909,2.09,329,1.57089,1.33089,0.644644195,1.84,1.541501124,1173523.473,4123414592
尼威尔徽章,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.241590909,1.58,345,1.53205,1.28205,0.700861423,1.913,1.639886479,1220983.684,4121727126
圣灵之咒,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.555909091,2.1,290,1.82268,1.58268,0.693333333,1.8,1.554666667,1178951.071,4121478072
时间怀表,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.36,1.7,340,1.57089,1.33089,0.664644195,1.7,1.465250936,1255937.358,4121207226
羽毛,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.05,53429.8464,2.613181818,1.5,350,1.57089,1.33089,0.664644195,1.7,1.465250936,1248977.947,4120626043
羽毛,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,铁甲炮,手炮,3591,1,1.05,53429.8464,1.841090909,1.95,331,1.52205,1.28205,0.670861423,1.9,1.603775281,1172722.138,4120598935
羽毛,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,卸甲炮,手炮,3806.46,1.06,1.45,77922.97402,1.47,1.75,321,1.5376425,1.2976425,0.719550562,1.9,1.647595506,1248824.643,4120120264
羽毛,暗黑套二件套效果,暗黑套五件套效果,属强三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,2.660363636,1.5,338,1.57089,1.33089,0.644644195,1.7,1.451250936,1232866.335,4119139329
圣灵之咒,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,僵尸猎手,步枪,3806.46,1.06,1.05,56426.98118,2.048409091,1.68,335,1.5376425,1.2976425,0.739550562,1.9,1.665595506,1254607.876,4116844690
时间怀表,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,九龙步枪,步枪,3806.46,1.06,1.05,56426.98118,2.086363636,1.62,345,1.5376425,1.2976425,0.739550562,1.9,1.665595506,1254418.693,4116223909
羽毛,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,宝瓶守护者,手炮,3591,1,1.05,53429.8464,2.545136364,1.45,343,1.52205,1.28205,0.670861423,1.9,1.603775281,1231745.921,4115395904
尼威尔徽章,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3662.82,1.02,1.05,54428.89133,2.041818182,1.62,368,1.582,1.332,0.704606742,1.853,1.601029551,1218770.803,4114257008
羽毛,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,九龙步枪,步枪,3591,1,1.05,53429.8464,2.494545455,1.45,355,1.52205,1.28205,0.690861423,1.9,1.621775281,1246832.487,4113547747
时间怀表,幽魂套二件套效果,幽魂套五件套效果,属强三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,属强手镯,属强项链,属强戒指,僵尸猎手,步枪,3591,1,1.05,53429.8464,2.241590909,1.65,345,1.52205,1.28205,0.690861423,1.9,1.621775281,1252764.937,4110797307
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,铁甲炮,手炮,3662.82,1.02,1.05,54428.89133,1.631363636,2.06,354,1.572,1.332,0.674606742,1.84,1.566669663,1175348.543,4108884045
手套,幽魂套二件套效果,幽魂套五件套效果,时空三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3806.46,1.06,1.05,56426.98118,1.47,2.05,321,1.5376425,1.2976425,0.719550562,2.15,1.827483146,1175009.427,4107698537
名将兵书,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,僵尸猎手,步枪,3698.73,1.03,1.05,54928.41379,1.600681818,1.7,309,1.7646,1.5246,0.769550562,2.039,1.799563034,1141293.439,4105236779
尼威尔徽章,真理套二件套效果,真理套五件套效果,火强三件套,真理套上衣,真理套下装,真理套护肩,真理套腰带,真理套鞋子,火强手镯,火强项链,火强戒指,卸甲炮,手炮,3698.73,1.03,1.45,75853.52381,1.556363636,1.74,244,1.80067,1.55067,0.654644195,1.853,1.558411498,1215759.459,4104091482
名将兵书,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3878.28,1.08,1.05,57426.02611,1.47,2.02,341,1.5882,1.3482,0.75329588,1.739,1.556685655,1075037.872,4103282381
手套,幽魂套二件套效果,幽魂套五件套效果,刺杀三件套,幽魂套上衣,幽魂套下装,幽魂套护肩,幽魂套腰带,幽魂套鞋子,刺杀手镯,刺杀项链,刺杀戒指,战斗步枪,步枪,4776.03,1.33,1.05,69914.08771,1.24,1.73,295,1.7646,1.5246,0.814456929,2.25,2.018071161,1250258.405,4102572423
尼威尔徽章,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,1.999272727,1.6,302,1.83268,1.58268,0.703333333,1.813,1.57181,1200946.31,4101835966
时间怀表,纯粹圣职者二件套效果,纯粹圣职者五件套效果,火强三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,火强手镯,火强项链,火强戒指,僵尸猎手,步枪,3662.82,1.02,1.05,54428.89133,2.041818182,1.69,368,1.572,1.332,0.694606742,1.84,1.583469663,1249540.088,4100215354
时间怀表,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,宝瓶守护者,手炮,3698.73,1.03,1.05,54928.41379,1.999272727,1.67,302,1.82268,1.58268,0.693333333,1.8,1.554666667,1233051.194,4095135395
名将兵书,暗黑套二件套效果,暗黑套五件套效果,刺杀三件套,暗黑套上衣,暗黑套下装,暗黑套护肩,暗黑套腰带,暗黑套鞋子,刺杀手镯,刺杀项链,刺杀戒指,铁甲炮,手炮,3698.73,1.03,1.05,54928.41379,1.355909091,2.12,290,1.82268,1.58268,0.723333333,1.839,1.606876667,1072022.644,4091773644
圣灵之咒,纯粹圣职者二件套效果,纯粹圣职者五件套效果,时空三件套,纯粹圣职者上衣,纯粹圣职者下装,纯粹圣职者护肩,纯粹圣职者腰带,纯粹圣职者鞋子,时空手镯,时空项链,时空戒指,铁甲炮,手炮,3878.28,1.08,1.05,57426.02611,1.67,2,341,1.5882,1.3482,0.72329588,1.7,1.506307116,1170076.16,4090452399
